cliente_id,meses_como_cliente,compras_12m,dias_desde_ultima_compra,gasto_total_12m,ticket_medio,categoria_preferida,canal_preferido,pct_compras_com_cupom,abriu_email_mkt_pct,visitas_site_mes,chamados_suporte_12m,devolucoes_12m
C00396,56,17,8,8470,344,eletronicos,app,0.092,0.564,9,1,2
C00397,6,5,55,1120,125,eletronicos,site,0.231,0.109,4,0,0
C00398,47,31,30,8250,548,moda,site,0.084,0.296,18,0,0
C00399,26,16,19,2260,145,mercado,app,0.723,0.329,15,3,2
C00400,1,5,102,210,122,mercado,app,0.454,0.136,7,0,2
C00401,25,16,25,1660,71,moda,app,0.7,0.515,15,3,0
C00402,3,1,29,390,142,moda,site,0.224,0.009,1,0,1
C00403,4,4,75,680,273,mercado,loja,0.366,0.241,1,1,0
C00404,17,2,168,80,112,mercado,loja,0.752,0.113,3,8,3
C00405,22,19,17,10930,298,casa,app,0.119,0.593,9,3,1
C00406,51,3,125,580,170,beleza,site,0.25,0.122,4,3,2
C00407,40,29,21,6520,468,eletronicos,site,0.012,0.675,11,1,0
C00408,6,4,22,470,97,eletronicos,app,0.234,0.156,1,0,0
C00409,23,13,5,2000,86,beleza,loja,0.841,0.33,2,2,5
C00410,58,23,5,4570,359,eletronicos,app,0.124,0.819,11,3,2
C00411,4,6,74,60,181,casa,app,0.249,0.204,5,0,1
C00412,53,12,17,5890,475,eletronicos,site,0.104,0.59,13,1,0
C00413,26,13,15,2150,119,mercado,app,0.947,0.582,13,4,2
C00414,18,8,20,3050,96,moda,site,0.521,0.197,15,1,2
C00415,44,14,35,9490,311,casa,site,0.035,0.34,17,0,2
C00416,46,1,93,570,131,beleza,loja,0.654,0.115,2,5,5
C00417,16,7,2,1320,95,beleza,site,0.9,0.33,9,3,4
C00418,3,3,65,550,227,casa,site,0.391,0.096,2,0,0
C00419,31,13,19,2200,62,mercado,app,0.9,0.315,4,2,5
C00420,5,2,48,690,40,moda,loja,0.0,0.329,3,1,2
C00421,5,3,78,60,40,beleza,loja,0.229,0.202,4,0,1
C00422,40,20,16,8710,444,eletronicos,app,0.082,0.292,20,3,1
C00423,7,1,31,200,213,beleza,app,0.275,0.223,3,0,0
C00424,11,14,16,2200,162,eletronicos,loja,0.532,0.375,19,2,5
C00425,52,21,23,10480,188,casa,app,0.033,0.638,16,2,1
C00426,23,20,44,2690,30,moda,app,0.943,0.372,18,4,5
C00427,39,10,23,9660,329,eletronicos,site,0.098,0.662,20,0,1
C00428,3,3,24,760,129,beleza,site,0.327,0.262,1,1,0
C00429,5,3,98,770,208,moda,loja,0.289,0.084,3,0,0
C00430,35,2,94,590,117,moda,site,0.339,0.06,2,3,6
C00431,44,19,33,1260,104,moda,site,0.448,0.41,15,2,2
C00432,6,3,108,740,214,eletronicos,site,0.0,0.0,2,1,0
C00433,42,19,1,7830,306,eletronicos,site,0.183,0.541,11,4,2
C00434,21,2,129,490,112,beleza,site,0.533,0.104,3,6,4
C00435,21,25,36,2650,166,moda,app,0.861,0.379,14,3,2
C00436,55,18,23,6870,521,mercado,site,0.156,0.752,10,2,0
C00437,21,12,34,1350,40,mercado,app,0.436,0.323,15,4,5
C00438,32,12,31,1460,79,beleza,app,0.691,0.567,6,4,1
C00439,36,20,12,2520,108,mercado,app,0.568,0.49,16,4,0
C00440,61,18,37,5730,489,casa,site,0.065,0.554,22,1,0
C00441,58,17,23,1500,473,casa,site,0.01,0.475,9,2,0
C00442,42,3,125,1790,134,eletronicos,loja,0.656,0.123,5,6,7
C00443,3,4,33,510,139,eletronicos,loja,0.274,0.0,4,0,1
C00444,28,17,30,1830,78,casa,site,0.687,0.431,7,3,3
C00445,52,18,8,3950,221,mercado,app,0.123,0.752,12,0,0
C00446,6,3,39,200,167,moda,app,0.324,0.183,0,1,0
C00447,53,2,162,560,220,mercado,site,0.586,0.01,2,11,4
C00448,2,3,30,440,140,casa,site,0.072,0.113,3,1,1
C00449,52,12,7,8820,166,mercado,app,0.066,0.657,18,2,0
C00450,29,18,64,1290,69,casa,app,0.858,0.268,8,3,2
C00451,33,17,21,6960,509,moda,site,0.109,0.652,16,1,0
C00452,84,11,29,6500,344,eletronicos,site,0.086,0.248,20,0,1
C00453,64,21,18,4190,395,eletronicos,site,0.017,0.765,27,0,1
C00454,4,2,95,290,236,casa,loja,0.226,0.281,4,0,1
C00455,3,16,48,2850,45,eletronicos,app,0.874,0.411,11,4,2
C00456,38,14,5,8780,482,moda,site,0.023,0.793,18,0,0
C00457,46,15,1,10080,483,casa,app,0.032,0.733,10,2,0
C00458,39,18,22,7700,371,beleza,app,0.127,0.945,16,1,2
C00459,3,3,75,640,225,eletronicos,site,0.164,0.233,5,0,0
C00460,32,15,21,7160,174,beleza,app,0.107,0.615,21,1,1
C00461,33,2,191,840,192,casa,site,0.288,0.129,2,8,5
C00462,28,2,276,230,280,eletronicos,app,0.532,0.17,2,8,1
C00463,44,2,134,100,143,moda,site,0.732,0.044,3,2,7
C00464,38,1,203,770,197,beleza,loja,0.359,0.013,3,10,5
C00465,4,6,103,510,89,moda,site,0.302,0.182,3,0,0
C00466,6,1,77,420,305,casa,site,0.415,0.208,3,0,0
C00467,3,3,25,400,40,mercado,loja,0.272,0.135,4,1,0
C00468,41,1,142,540,100,mercado,site,0.589,0.058,1,1,4
C00469,2,4,88,890,208,eletronicos,site,0.483,0.04,3,2,0
C00470,57,17,21,8460,415,eletronicos,app,0.089,0.613,21,1,1
C00471,36,1,116,460,144,beleza,site,0.733,0.0,1,10,5
C00472,6,2,26,670,290,mercado,app,0.003,0.128,4,1,0
C00473,9,14,17,2220,68,beleza,app,0.906,0.51,10,2,0
C00474,26,0,119,630,174,mercado,loja,0.549,0.088,4,9,2
C00475,45,2,131,770,183,beleza,site,0.639,0.075,2,7,2
C00476,58,14,23,6040,416,casa,site,0.037,0.558,19,0,0
C00477,43,15,6,7790,223,eletronicos,site,0.102,0.735,12,0,2
C00478,51,1,318,710,44,beleza,loja,0.446,0.0,2,4,4
C00479,2,5,39,100,203,moda,site,0.356,0.111,3,1,0
C00480,70,15,12,5500,288,casa,app,0.135,0.626,21,1,1
C00481,10,13,50,3030,112,beleza,app,0.714,0.24,14,2,1
C00482,49,13,29,1800,239,mercado,site,0.033,0.691,19,0,0
C00483,38,7,17,2300,119,beleza,app,0.585,0.447,2,2,2
C00484,44,8,3,2460,97,beleza,site,0.615,0.428,14,3,3
C00485,37,17,34,11210,182,eletronicos,app,0.124,0.418,8,2,1
C00486,8,3,45,410,267,eletronicos,site,0.451,0.024,5,0,1
C00487,42,2,213,660,89,casa,app,0.628,0.078,0,6,5
C00488,4,3,60,330,111,moda,site,0.21,0.122,2,2,0
C00489,31,10,14,7030,275,beleza,app,0.049,0.472,14,0,0
C00490,21,0,207,370,179,mercado,loja,0.623,0.0,3,6,6
C00491,18,22,36,1450,87,moda,app,0.601,0.43,6,5,1
C00492,6,4,5,260,99,mercado,site,0.207,0.215,4,0,0
C00493,1,2,18,430,255,mercado,site,0.432,0.109,3,1,1
C00494,34,1,157,750,60,moda,site,0.607,0.111,1,8,0
C00495,30,22,18,8580,456,casa,site,0.013,0.505,20,1,0
C00496,2,3,54,150,176,moda,app,0.041,0.239,4,0,1
C00497,37,19,12,400,125,beleza,loja,0.798,0.405,19,4,2
C00498,30,21,3,9110,420,eletronicos,site,0.046,0.429,28,2,1
C00499,22,19,10,6600,581,beleza,site,0.064,0.725,4,1,1
C00500,19,9,38,1960,114,eletronicos,site,0.613,0.293,13,3,2
C00501,35,21,43,6220,120,beleza,app,0.105,0.585,2,0,0
C00502,2,3,102,490,174,beleza,loja,0.204,0.205,6,0,0
C00503,4,4,100,640,211,beleza,app,0.187,0.135,2,0,0
C00504,25,19,36,2410,117,mercado,app,0.838,0.278,7,2,0
C00505,24,4,35,2880,111,beleza,app,0.99,0.435,7,2,2
C00506,29,14,11,1650,98,moda,app,0.796,0.239,9,3,2
C00507,27,26,23,6290,382,eletronicos,app,0.014,0.254,9,3,1
C00508,17,24,16,6950,196,eletronicos,site,0.0,0.934,11,1,1
C00509,8,22,32,1580,107,moda,app,0.754,0.477,11,4,5
C00510,1,2,102,60,158,beleza,app,0.251,0.176,3,1,0
C00511,9,27,18,1720,119,moda,app,0.96,0.41,2,3,1
C00512,47,11,10,1870,30,mercado,app,0.829,0.245,11,4,2
C00513,3,3,97,470,197,beleza,site,0.203,0.132,2,0,1
C00514,48,14,31,10340,504,eletronicos,site,0.189,0.567,17,1,0
C00515,29,17,33,4440,313,casa,loja,0.0,0.649,22,1,1
C00516,43,14,54,2440,142,beleza,app,0.954,0.445,9,2,3
C00517,41,21,22,6190,334,eletronicos,site,0.053,0.385,14,1,1
C00518,7,14,29,1690,99,moda,app,0.698,0.353,18,0,4
C00519,46,2,213,160,115,mercado,app,0.515,0.0,0,7,5
C00520,16,12,2,1900,67,eletronicos,app,0.84,0.498,18,1,4
C00521,25,17,20,2390,121,mercado,app,0.84,0.45,20,3,0
C00522,1,5,74,1220,138,mercado,site,0.332,0.136,2,0,0
C00523,11,18,2,2540,95,mercado,app,0.751,0.345,9,1,0
C00524,35,1,96,1170,193,eletronicos,loja,0.695,0.122,0,5,3
C00525,30,19,43,2470,119,mercado,app,0.632,0.173,10,4,2
C00526,21,2,160,780,82,moda,app,0.436,0.032,2,8,1
C00527,33,13,1,6770,510,casa,site,0.117,0.647,12,0,0
C00528,7,1,92,500,392,mercado,site,0.0,0.23,3,1,1
C00529,4,3,44,390,40,mercado,app,0.239,0.207,5,0,0
C00530,48,16,40,2000,506,mercado,site,0.165,0.592,14,1,1
C00531,22,22,9,9000,206,casa,app,0.103,0.66,21,2,1
C00532,42,25,2,890,50,mercado,app,0.559,0.297,6,2,2
C00533,31,20,18,3240,280,beleza,app,0.02,0.49,20,0,2
C00534,31,14,32,8610,558,casa,site,0.076,0.508,4,2,0
C00535,40,16,28,8060,182,casa,app,0.0,0.511,16,1,1
C00536,40,0,160,390,220,mercado,loja,0.665,0.111,3,5,4
C00537,21,12,18,3340,30,casa,site,0.891,0.135,10,2,4
C00538,68,19,40,10360,449,eletronicos,site,0.061,0.503,19,2,0
C00539,6,4,72,120,177,beleza,app,0.54,0.028,3,1,0
C00540,41,14,15,2290,301,eletronicos,site,0.126,0.454,21,2,0
C00541,50,1,179,280,107,mercado,loja,0.336,0.037,1,8,2
C00542,34,23,5,6140,295,casa,site,0.138,0.494,12,1,1
C00543,37,11,30,1370,30,beleza,loja,0.711,0.614,20,5,2
C00544,6,1,57,410,70,eletronicos,app,0.226,0.0,1,0,0
C00545,8,14,27,680,42,casa,app,0.93,0.507,10,5,2
C00546,3,4,19,80,160,mercado,loja,0.312,0.001,4,0,1
C00547,14,27,12,600,86,mercado,app,0.552,0.447,12,0,0
C00548,20,2,121,670,147,casa,loja,0.385,0.056,0,4,7
C00549,35,6,10,4640,347,casa,site,0.057,0.632,12,1,1
C00550,10,19,26,2720,143,mercado,app,0.647,0.385,14,4,4
C00551,72,4,148,780,116,mercado,loja,0.46,0.123,3,7,7
C00552,21,14,2,1520,43,eletronicos,app,0.744,0.476,9,3,1
C00553,48,25,8,6710,165,casa,app,0.093,0.697,16,1,1
C00554,52,1,100,600,265,eletronicos,loja,0.624,0.017,2,5,3
C00555,1,3,87,350,48,mercado,site,0.0,0.061,3,0,0
C00556,11,12,29,2260,108,moda,app,0.752,0.222,10,3,0
C00557,36,2,221,1570,40,beleza,app,0.302,0.108,1,4,9
C00558,42,15,27,3100,527,eletronicos,site,0.08,0.341,13,1,0
C00559,11,22,44,2480,73,moda,app,0.575,0.268,12,4,0
C00560,23,1,210,1090,108,moda,site,0.309,0.03,2,6,5
C00561,50,22,52,1500,344,eletronicos,app,0.031,0.781,12,2,0
C00562,39,17,23,8030,669,casa,site,0.144,0.58,21,0,1
C00563,5,1,77,320,251,beleza,app,0.313,0.0,2,1,1
C00564,3,1,65,420,157,mercado,site,0.055,0.048,4,1,1
C00565,44,16,1,13310,169,casa,site,0.044,0.666,18,2,0
C00566,6,2,61,450,298,eletronicos,site,0.214,0.121,4,0,0
C00567,3,2,91,280,118,eletronicos,site,0.39,0.026,4,1,1
C00568,1,4,38,440,115,eletronicos,loja,0.143,0.149,2,0,0
C00569,45,1,177,590,130,eletronicos,app,0.54,0.07,2,7,2
C00570,6,1,65,600,40,mercado,app,0.163,0.068,0,1,1
C00571,18,20,50,2920,58,mercado,app,0.562,0.359,11,3,3
C00572,2,3,68,60,40,beleza,site,0.209,0.167,2,0,0
C00573,30,1,269,270,249,mercado,app,0.48,0.084,2,8,4
C00574,37,3,191,590,62,mercado,site,0.368,0.0,3,4,4
C00575,24,1,160,220,264,beleza,app,0.863,0.069,3,5,7
C00576,28,22,34,1850,103,eletronicos,app,0.922,0.329,5,1,0
C00577,33,21,6,1790,119,moda,loja,0.683,0.4,19,3,1
C00578,4,5,80,200,163,moda,site,0.532,0.207,9,0,0
C00579,34,20,23,1500,391,moda,site,0.092,0.737,14,0,2
C00580,33,0,187,410,138,moda,site,0.773,0.047,3,5,4
C00581,46,20,32,5850,419,moda,site,0.12,0.564,25,2,2
C00582,42,21,18,3400,147,eletronicos,loja,0.0,0.537,21,3,1
C00583,61,16,11,8140,252,casa,site,0.028,0.761,15,0,0
C00584,29,11,2,2190,67,mercado,app,0.656,0.385,9,3,4
C00585,5,1,39,570,164,eletronicos,loja,0.212,0.172,4,1,0
C00586,1,3,100,410,348,eletronicos,app,0.25,0.15,1,0,0
C00587,43,21,18,5090,359,casa,site,0.158,0.52,10,1,0
C00588,32,2,222,630,165,moda,app,0.19,0.107,2,5,2
C00589,20,24,40,2050,68,mercado,app,0.752,0.533,21,2,0
C00590,33,2,103,940,166,mercado,site,0.566,0.066,6,8,3
C00591,22,16,38,2290,89,moda,app,0.714,0.329,19,2,0
C00592,3,5,87,360,157,casa,loja,0.241,0.028,2,1,0
C00593,27,12,42,1430,70,mercado,app,0.859,0.476,9,1,2
C00594,4,3,41,680,147,moda,site,0.061,0.113,4,0,0
C00595,54,22,23,9010,185,casa,site,0.136,0.63,24,1,1
C00596,29,13,20,400,37,mercado,app,0.642,0.512,15,6,3
C00597,50,18,17,7390,287,eletronicos,app,0.078,0.507,14,1,1
C00598,13,12,32,2170,105,mercado,app,0.467,0.435,11,2,0
C00599,33,2,180,430,269,eletronicos,site,0.227,0.019,1,9,5
C00600,26,10,29,1920,105,moda,app,0.821,0.208,10,1,3
C00601,1,3,5,390,242,moda,loja,0.424,0.124,3,0,0
C00602,1,3,87,500,197,eletronicos,loja,0.122,0.076,1,1,0
C00603,40,17,13,4890,355,moda,app,0.086,0.617,15,0,1
C00604,9,16,46,1370,96,moda,app,0.532,0.306,4,3,2
C00605,51,18,22,5180,290,casa,loja,0.008,0.631,14,1,0
C00606,25,17,55,3100,102,moda,app,0.652,0.538,7,1,1
C00607,43,16,28,1050,72,moda,site,0.852,0.321,5,4,4
C00608,55,18,16,4040,421,casa,app,0.141,0.435,5,2,1
C00609,35,4,160,830,114,moda,app,0.752,0.117,3,9,3
C00610,49,15,19,7030,365,casa,site,0.046,0.553,8,1,1
C00611,17,15,18,2410,78,moda,app,0.675,0.454,10,1,4
C00612,40,3,175,550,137,mercado,site,0.567,0.109,3,3,4
C00613,51,20,17,4220,187,moda,site,0.007,0.801,18,0,0
C00614,43,21,16,9270,375,casa,site,0.094,0.619,19,2,0
C00615,27,21,12,5630,336,moda,site,0.056,0.74,4,1,0
C00616,70,11,22,9740,317,eletronicos,loja,0.095,0.404,6,0,1
C00617,39,0,146,560,166,mercado,site,0.351,0.06,4,4,4
C00618,24,23,12,7410,226,eletronicos,app,0.212,0.595,12,1,1
C00619,48,4,165,80,158,moda,loja,0.527,0.07,3,4,5
C00620,3,4,54,2150,102,mercado,app,0.539,0.437,10,4,1
C00621,55,16,21,2080,92,moda,app,0.709,0.239,7,5,0
C00622,9,5,67,1150,243,moda,loja,0.0,0.206,4,0,0
C00623,32,21,65,1980,79,moda,app,0.82,0.343,14,2,2
C00624,62,14,19,9130,237,beleza,site,0.099,0.503,13,3,1
C00625,8,2,59,350,120,mercado,site,0.141,0.173,6,0,0
C00626,58,26,5,9310,326,eletronicos,app,0.036,0.246,6,1,0
C00627,52,20,14,9930,203,casa,app,0.027,0.862,5,0,0
C00628,15,26,17,2940,124,beleza,app,0.903,0.454,20,2,2
C00629,66,29,11,7700,358,eletronicos,site,0.138,0.608,8,2,1
C00630,5,4,10,510,238,mercado,site,0.253,0.03,6,2,0
C00631,45,27,1,3060,318,casa,site,0.128,0.72,4,2,1
C00632,6,6,49,360,366,moda,site,0.01,0.171,5,1,0
C00633,29,21,18,7520,369,casa,loja,0.182,0.575,13,1,0
C00634,27,7,31,1740,77,moda,loja,0.682,0.433,14,4,1
C00635,5,5,92,60,210,moda,site,0.166,0.22,5,1,0
C00636,5,1,102,170,212,casa,site,0.398,0.2,4,0,0
C00637,27,24,28,1870,119,moda,app,0.566,0.322,18,2,1
C00638,53,10,23,5450,140,beleza,app,0.008,0.802,19,0,1
C00639,40,3,158,1080,40,casa,site,0.51,0.035,2,4,7
C00640,39,15,11,1110,84,mercado,app,0.568,0.408,10,5,0
C00641,36,13,9,8160,335,moda,site,0.087,0.456,21,1,0
C00642,41,20,22,7420,334,eletronicos,app,0.175,0.53,15,3,2
C00643,3,4,73,240,268,mercado,site,0.206,0.137,2,1,0
C00644,55,18,29,6350,398,eletronicos,loja,0.028,0.748,23,1,0
C00645,6,2,111,320,239,casa,loja,0.345,0.092,4,1,0
C00646,5,2,80,320,259,eletronicos,site,0.0,0.08,0,1,1
C00647,4,3,60,630,197,mercado,loja,0.077,0.194,6,0,0
C00648,68,18,43,6520,485,moda,loja,0.063,0.444,14,1,1
C00649,54,20,26,6810,422,beleza,site,0.081,0.555,15,1,1
C00650,58,25,33,8270,421,eletronicos,site,0.052,0.322,10,1,1
C00651,5,3,46,60,185,beleza,site,0.497,0.153,5,0,1
C00652,19,17,40,1510,52,moda,site,0.76,0.481,10,2,4
C00653,29,19,37,2210,49,eletronicos,site,0.64,0.41,22,0,3
C00654,18,1,177,80,56,mercado,site,0.38,0.031,0,4,7
C00655,29,0,100,1640,98,casa,site,0.793,0.0,2,6,1
C00656,31,13,49,590,111,beleza,app,0.357,0.46,14,3,3
C00657,39,15,20,1650,30,beleza,loja,0.647,0.352,19,3,2
C00658,40,11,19,4170,469,casa,app,0.027,0.336,15,1,0
C00659,14,12,37,2200,84,moda,app,0.629,0.506,16,2,0
C00660,6,3,76,250,126,eletronicos,app,0.504,0.095,2,0,0
C00661,4,5,79,440,130,eletronicos,app,0.055,0.111,2,1,0
C00662,41,3,169,100,47,eletronicos,site,0.597,0.029,2,4,4
C00663,26,14,23,2400,105,moda,app,0.517,0.369,17,5,1
C00664,4,3,129,240,295,casa,site,0.33,0.146,2,0,0
C00665,42,3,92,730,128,mercado,site,0.399,0.053,4,5,1
C00666,17,16,35,2760,30,moda,app,0.721,0.612,10,3,3
C00667,23,14,24,900,85,eletronicos,app,0.843,0.147,9,3,2
C00668,53,21,22,4320,386,eletronicos,site,0.061,0.594,17,1,1
C00669,6,5,43,340,51,moda,app,0.186,0.25,5,0,1
C00670,35,2,272,690,121,casa,app,0.22,0.132,6,9,2
C00671,19,20,42,1890,115,mercado,app,0.678,0.565,10,4,3
C00672,16,20,40,1250,75,moda,loja,0.653,0.296,11,3,0
C00673,1,7,84,440,185,moda,loja,0.146,0.324,2,1,1
C00674,68,16,10,8660,681,eletronicos,app,0.0,0.95,18,1,1
C00675,58,27,1,9140,556,casa,site,0.109,0.664,19,0,0
C00676,6,1,59,1060,106,beleza,loja,0.21,0.05,7,0,1
C00677,32,0,184,540,114,eletronicos,site,0.39,0.123,2,3,7
C00678,26,14,9,2070,84,casa,site,0.729,0.254,2,2,1
C00679,41,15,17,1500,291,eletronicos,site,0.015,0.472,21,2,2
C00680,45,17,40,3700,431,beleza,site,0.0,0.437,10,1,0
C00681,36,3,151,320,193,beleza,site,0.311,0.039,3,2,4
C00682,63,22,20,5820,427,eletronicos,app,0.0,0.719,18,0,1
C00683,2,5,52,180,222,casa,app,0.275,0.127,4,0,0
C00684,26,24,25,1290,30,moda,app,0.663,0.294,10,5,1
C00685,2,2,59,550,133,eletronicos,site,0.13,0.204,3,0,2
C00686,7,4,31,450,201,casa,site,0.135,0.139,2,1,0
C00687,4,4,63,310,219,mercado,app,0.025,0.251,5,0,0
C00688,5,1,46,680,67,moda,site,0.321,0.066,4,0,0
C00689,1,2,93,60,160,eletronicos,site,0.0,0.156,0,1,1
C00690,18,9,7,1110,55,beleza,app,0.923,0.535,19,2,3
C00691,3,3,53,560,290,mercado,loja,0.386,0.111,4,2,1
C00692,3,13,36,3930,30,moda,app,0.799,0.1,7,3,3
C00693,1,2,77,180,40,eletronicos,site,0.361,0.127,3,0,1
C00694,10,18,29,1160,116,moda,site,0.836,0.399,15,4,5
C00695,12,20,45,3200,80,moda,site,0.8,0.594,11,0,2
C00696,10,18,20,1980,108,eletronicos,site,0.878,0.343,10,1,1
C00697,4,2,51,680,100,beleza,site,0.374,0.244,5,0,0
C00698,64,2,206,80,150,moda,site,0.467,0.053,3,4,6
C00699,15,12,37,1650,120,mercado,app,0.708,0.373,10,3,5
C00700,10,13,34,1840,75,eletronicos,app,0.302,0.166,7,4,5
C00701,48,24,1,8470,175,eletronicos,site,0.016,0.451,5,0,1
C00702,40,2,166,410,187,eletronicos,loja,0.81,0.0,1,7,4
C00703,4,3,95,330,160,beleza,site,0.305,0.221,0,0,0
C00704,22,14,45,1030,67,moda,app,0.673,0.1,7,2,2
C00705,5,4,71,430,234,mercado,loja,0.13,0.135,4,1,1
C00706,31,15,42,2170,123,mercado,site,0.864,0.332,4,1,4
C00707,47,22,9,11440,209,eletronicos,app,0.151,0.598,22,1,0
C00708,45,13,42,1880,110,moda,app,0.778,0.364,6,3,5
C00709,10,10,9,2030,99,moda,site,0.689,0.433,5,3,3
C00710,3,21,4,1180,76,eletronicos,app,0.839,0.47,6,1,4
C00711,52,21,21,5930,428,mercado,site,0.113,0.743,7,1,0
C00712,21,1,254,590,162,casa,app,0.493,0.053,3,7,0
C00713,26,17,14,690,157,eletronicos,site,0.751,0.356,14,4,4
C00714,6,4,150,450,236,moda,app,0.186,0.134,4,1,0
C00715,40,2,97,580,178,eletronicos,loja,0.599,0.064,2,7,9
C00716,66,3,214,1160,299,mercado,app,0.658,0.107,2,9,3
C00717,57,26,19,6820,416,eletronicos,app,0.0,0.429,18,1,1
C00718,22,25,29,2320,85,beleza,site,0.745,0.25,6,6,1
C00719,39,4,184,560,167,mercado,app,0.433,0.0,4,2,5
C00720,3,15,36,1340,77,moda,app,0.625,0.107,7,2,4
C00721,37,23,27,5000,373,eletronicos,site,0.133,0.593,23,0,0
C00722,51,20,13,2460,381,moda,site,0.075,0.786,14,2,2
C00723,17,15,9,2300,92,mercado,app,0.694,0.511,10,3,1
C00724,19,12,2,2040,84,mercado,site,0.711,0.414,9,3,2
C00725,51,26,22,5040,389,beleza,app,0.078,0.499,15,1,1
C00726,3,2,68,200,283,casa,app,0.0,0.102,6,0,1
C00727,20,21,41,1560,103,moda,app,0.869,0.437,14,2,2
C00728,1,6,5,200,115,eletronicos,loja,0.128,0.0,2,0,0
C00729,42,25,53,1190,56,mercado,site,0.572,0.441,9,2,5
C00730,51,3,167,1590,180,moda,site,0.731,0.124,2,8,3
C00731,3,23,30,1730,51,mercado,site,0.78,0.332,4,5,4
C00732,3,19,14,2050,106,mercado,site,0.99,0.23,2,3,0
C00733,45,2,220,580,65,eletronicos,site,0.683,0.038,3,6,6
C00734,72,3,96,620,194,casa,site,0.434,0.069,2,6,6
C00735,51,0,188,720,82,moda,loja,0.452,0.099,0,8,8
C00736,5,2,49,340,40,casa,site,0.483,0.17,1,1,0
C00737,41,20,13,8380,621,eletronicos,loja,0.0,0.492,12,2,1
C00738,29,15,36,4750,393,eletronicos,site,0.059,0.889,24,1,0
C00739,34,31,20,9740,347,mercado,loja,0.052,0.587,21,0,1
C00740,4,1,46,680,261,casa,app,0.219,0.118,0,0,0
C00741,71,17,9,5410,244,casa,site,0.078,0.566,11,1,2
C00742,12,11,7,930,146,casa,site,0.739,0.1,13,1,0
C00743,37,2,70,200,54,beleza,app,0.659,0.135,5,7,4
C00744,2,2,56,600,170,eletronicos,site,0.261,0.068,4,1,0
C00745,48,18,24,8270,349,mercado,site,0.088,0.365,10,2,0
C00746,50,15,1,5640,276,beleza,app,0.109,0.698,10,1,2
C00747,33,19,4,7800,527,casa,site,0.015,0.657,25,3,0
C00748,15,16,27,1080,69,mercado,app,0.622,0.349,10,4,4
C00749,63,11,6,8240,266,casa,site,0.153,0.319,13,2,1
C00750,49,11,34,5740,324,casa,site,0.1,0.582,7,2,0
C00751,4,2,57,310,218,eletronicos,app,0.302,0.038,5,1,1
C00752,4,1,33,630,149,mercado,app,0.135,0.151,3,1,0
C00753,54,3,81,1510,161,beleza,site,0.463,0.012,2,8,2
C00754,26,15,21,940,86,casa,app,0.693,0.549,11,1,3
C00755,34,0,178,1140,41,beleza,loja,0.211,0.115,3,6,5
C00756,14,25,16,6280,449,beleza,loja,0.074,0.657,6,2,1
C00757,43,17,27,1640,128,eletronicos,site,0.806,0.29,9,2,3
C00758,39,1,180,870,170,mercado,loja,0.423,0.03,2,9,1
C00759,65,25,17,5210,166,casa,app,0.04,0.482,14,0,0
C00760,55,15,11,8710,431,beleza,app,0.095,0.647,16,0,0
C00761,1,3,48,970,51,moda,app,0.237,0.0,3,1,1
C00762,3,5,24,480,192,casa,site,0.467,0.187,2,1,0
C00763,45,29,12,4410,232,casa,site,0.0,0.247,13,0,0
C00764,5,4,122,80,164,casa,loja,0.108,0.065,4,0,0
C00765,58,12,5,9250,580,casa,site,0.058,0.886,17,2,0
C00766,1,3,104,800,236,eletronicos,app,0.204,0.175,6,0,1
C00767,30,17,18,5890,484,eletronicos,loja,0.141,0.695,10,0,0
C00768,7,5,47,560,260,casa,site,0.33,0.139,2,0,1
C00769,53,12,31,4730,479,beleza,site,0.096,0.493,10,0,1
C00770,4,18,39,1460,92,mercado,site,0.732,0.457,15,5,5
C00771,3,3,53,60,40,moda,app,0.0,0.102,4,1,0
C00772,39,19,19,7010,280,mercado,app,0.041,0.588,18,1,0
C00773,56,16,17,7070,383,beleza,loja,0.0,0.434,10,0,1
C00774,41,2,145,590,176,mercado,loja,0.275,0.097,0,10,7
C00775,20,26,27,670,85,beleza,app,0.676,0.696,16,2,0
C00776,3,17,28,1700,90,mercado,app,0.607,0.247,9,2,0
C00777,1,5,105,260,192,eletronicos,site,0.384,0.167,0,1,0
C00778,27,23,19,8360,401,eletronicos,site,0.032,0.79,17,3,2
C00779,50,32,36,8150,120,beleza,loja,0.0,0.724,14,0,0
C00780,16,16,12,6310,469,mercado,site,0.052,0.518,19,0,0
C00781,4,13,60,930,81,eletronicos,app,0.517,0.282,6,3,3
C00782,38,1,122,360,157,beleza,app,0.344,0.074,1,7,5
C00783,35,6,4,400,45,beleza,app,0.608,0.281,9,4,3
C00784,46,13,35,4580,445,eletronicos,site,0.142,0.844,14,3,0
C00785,31,16,25,2060,99,casa,site,0.702,0.34,16,1,3
C00786,35,0,153,1590,230,casa,loja,0.707,0.047,2,8,3
C00787,5,1,6,750,146,beleza,app,0.365,0.032,3,0,0
C00788,29,16,54,2830,161,mercado,loja,0.763,0.401,9,3,3
C00789,26,22,24,2310,78,mercado,site,0.678,0.368,12,0,5
C00790,1,3,15,120,207,moda,site,0.192,0.223,2,0,1
C00791,50,3,103,600,143,mercado,loja,0.654,0.075,1,1,6
C00792,7,2,74,320,198,mercado,site,0.32,0.136,1,1,0
C00793,66,15,56,5090,232,eletronicos,site,0.045,0.678,25,0,1
